"RecID";"FullName";"GD";"CalculatedDate";"BirthDate";"Description";"Mobile";"Landline";"Email";"dpadirectmailingoptoutcode";"dpaemailoptoutcode";"dpatelephonecommunicationoptoutcode";"titleCode";"SourceName";"SourceLayerName";"tmp_RuleConditionMet";"tmp_PreviousRuleConditionMet";"tmp_PreviousRuleCodeLA";"tmp_RuleCodeLA";"DQM_Score";"DQM_GlobalRecordID";"DQM_RecordID";"DQM_RecordScore";"DQM_RecordExplanation";"DQM_RuleCodesApplied";"DQM_RuleCodesAppliedLA";"DQM_RuleCodesAppliedLAGuid";"DQM_RuleCodesAppliedMappings";"DQM_RuleCodesAppliedForFilter";"DQM_RuleCodesAppliedLAForFilter";"DQM_RuleCodesAppliedLAFiltered";"DQM_RuleCodesFailed";"DQM_RuleCodesFailedLA";"Ex_BeginAggregation"
41;"Condell Leandra";"f";"1958-02-01";"1958-02-00";;"+447a01211963";"44-775-554-6703, 44-765-559-4923";"dr.john.smith@gmail.c";"3";"4";"4";"Z021";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:41";"41";6;"INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"daf7b900-cd27-40d8-b5d1-14d3249e6793 ad2ff01a-e701-4a2a-b7f3-3c05823bb960 a581337b-93f9-4bd9-be76-6d28359f0318 12165dd6-d61c-4868-ae67-f8fb7ddb0372";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
42;"Handon Donette";"fmale";"2001.07.01";"2001.07.01";;"+447801211963";"44-725-551-8341 44-775-558-4131";"jane.watson@gmail.com";"4";"3";"3";;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:42";"42";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"2f721f21-0885-4bfa-827b-7351e1b516e5 fb0dd3a7-4ccd-478a-a0f6-7474db9f484a 32d4e2d8-ac06-4eac-8f1a-4d809498a0bf 65d8aea2-5cc3-41d1-9bf5-163a3df43aad";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
44;"Laverne Clumpner";"m";"2003-12-06";"2003-12-06";;"+447801211963";"44-785-550-1774";"john.smith@.com";;;"4";;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:44";"44";0;;"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"240898b8-2291-42a8-abe9-8cfccc7e2f23 f8e543db-fd87-4aa7-9328-4755c0ca5864 5043d72f-5f18-4ee5-b7a1-535a587949cf 2e6a6d7f-367a-4349-9157-664783b25d37";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";;;
46;"Lupita Isidoro";"mle";"1992-04-28";"1992-04-29";"SMID:123456";"+447801211963";"44-775-553-8468";"john.w.smith@gmail.com";"4";"1";"4";"Z049";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:46";"46";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"eeb02ac7-0772-4802-9258-568b09a40478 9f491cd3-b937-4f48-a0c4-5393b80cc99d f6014dd1-f22b-442d-871d-ec9988f0f486 bda5b3d2-8a40-4136-8aa4-a81f6b01e35a";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
49;"Ms.Christen Klinker";"Female";"2003-12-06";"2003-12-06";"SMID:123456";"+447a01211963";"44-715-550-7462";;"4";"3";"2";"Z021";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:49";"49";11;"INVALID_GENDER_VALUE(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"fe4ea1f4-7962-4a30-8bdd-39a2839c2134 b980b0e9-9cdb-4d79-a922-71c5f0369a91 bf03a124-5ffe-41a6-9aeb-a01a9dc0d6ce 1f571637-72b0-49c1-9487-305d9e8935b1";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4 2";"4.GD 2.Mobile";
55;"Raza Mattie";"F";"1956-05-02";"1956-05-03";;"+447801211963";"44-795-558-0782";"john.smith@gmail.com";"1";"4";"4";"Z051";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:55";"55";0;;"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"8a2f10f7-403b-4b68-a0cd-3824f9543857 daff8100-20eb-4e15-af4d-006994924be2 541b0cb0-a3da-4af8-86f1-b435b64e734b 1a0c5c69-a2ab-4ccf-a4cf-1e4a5f70ba96";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";;;
61;"Slonecker Esther";"F";"1978-11-16";"1978-11-16";;"+447801211963";"44-745-556-7697";"dr.john.smith@gmail.c";;;;"Z050";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:61";"61";0;;"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"9ad46516-5e3f-4b0f-b659-7fbe7c500091 bf369341-4f4d-4823-bfc6-5e944231c5f6 30b6d959-45e1-4d1d-876d-cd30c90c93d7 98c14d92-4a2c-4918-ad41-cf100e2daa89";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";;;
66;"Catherine Whitbread";"Fem";"1953-07-13";"1953-07-14";;"+447801211963";"44-735-553-0025 44-775-558-4131";"john.w.smith@gmail.com";;;;;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:66";"66";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"23f48e3c-128c-44ac-a2bf-e3530da155cd d22fbbfd-7fcd-4471-926f-b225fb9d5550 c33ac10e-dd4f-4a15-97ba-2438fc5a3a10 53cadf2e-fc17-4595-9007-34347a763410";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
68;"Alease Cusworth";"Mail";"NULL";"NULL";;"44 7700 900389";"44-745-550-9342";"smith.john@gmail.com";;;;"Z049";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:68";"68";19;"INVALID_GENDER_VALUE(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"60fec073-d3d8-4bf2-ac22-2b66a0a5fbd1 5b7605b9-4853-495a-9aa2-a8ad7aaad64c 919dcb64-47cb-453a-b7dd-3f08072f20e1 680ffa14-d9fe-4d67-8f75-64d97302a418";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4 2";"4.GD 2.Mobile";
71;"Cuculich Kristofer";"Mail";"2003-12-06";"2003-12-06";;"+447801211963";"44-795-550-3606";"dr.john.smith@gmail.c";"4";"4";"3";"Z021";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:71";"71";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"4d34ee2b-f519-46a0-9c61-340600c49026 c23d8b82-1897-432c-854e-c98eafd7a8e1 4154f40a-66c9-458a-aba4-cb28e97e48f7 ebb64965-6902-42be-87e0-de55651ab052";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
74;"Ms. Song Stong";"F";"2003-06-04";"2003-06-05";;"+447a01211963";"44-785-550-7076";"john.smith@.com";"4";"1";"4";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:74";"74";6;"INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"82ee50dd-77f7-4c24-a69b-69bb7e42e5de 80cc0848-0ae5-402d-84b1-2facd6856b4e af7b33fa-1215-4d87-bc14-27f27df75eff e5b3c58d-b053-49b7-a363-aa7c376cb9ef";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
76;"Ms. Amy Coll O.D.";"F";"1959-12-04";"1959-12-05";;"44 7700 900561";"44-775-559-5480,44-765-558-4808";"john.w.smith@gmail.com";;"4";;"Z046";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:76";"76";14;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"96d047ac-0ce2-4ddc-a16e-ed013408d387 18d3a862-d07b-47b4-b4fb-ad6d350fe648 f92e2379-f158-4e9b-ad87-6061fd9af910 9491c092-332d-4f0e-b3be-ba52012f266f";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
80;"Tisch Elizebeth";"Female";"1978-11-14";"1978-11-15";;"+447a01211963";"44-735-555-3177";;"1";"3";"3";"Z021";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:80";"80";11;"INVALID_GENDER_VALUE(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"b9107e35-e6b8-4375-82ec-1421d338ef65 401de399-3424-42f3-838c-97e03877d9c8 79ec2f2d-d3b1-44eb-bf2c-c6cedd2a2670 e41322d6-6612-4e93-a84a-1b06c98bb19a";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4 2";"4.GD 2.Mobile";
83;"Walter Rottinghaus";"M";"2003-12-06";"2003-12-06";;"44 7700 900109,44 7700 900005";"44-745-558-2207,44-765-558-4808";;"1";"4";"4";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:83";"83";23;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) NOT_CORRECT_START_OF_MOBILE_PHONE-(5) NOT_CORRECT_START_OF_MOBILE_PHONE-(6) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"7c91604f-d605-425f-95c4-2db2093d273f ac3f9b65-76fa-44b2-87f6-34e6f4c14373 8edcd1fa-3266-4dcf-8811-f495c3d55242 2146686d-25d6-4842-8392-9dc2539fa950";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
84;"Ms.Patsy Hemmeke";"F";"1946-08-02";"1946-08-03";;"+447a01211963";"44-725-556-4644";"dr.john.smith@gmail.c";"4";"4";"2";"Z046";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:84";"84";6;"INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"2513cba6-ac7f-4520-b1d6-12e653f7ef76 eb7fbc97-28b6-4701-862e-0bd635e637d2 203f86b9-7e89-40d6-9f6c-ea44b6560ed4 7db369ec-8540-4e7a-9b62-2c8ea5a6df20";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
90;"Ms. Chelsie Channel";"Female";"N/A";"N/A";;"+447a01211963";"44-765-552-0454";"john.will.smith@gmail.com";;;;"Z046";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:90";"90";11;"INVALID_GENDER_VALUE(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"a322237f-2121-4949-8879-c46f6fb86322 2b63e6d5-b61c-454d-a352-fc29c1f14437 a9b790c4-3c4f-4ec9-8ba8-e0cb621589c6 986828b5-3aa3-43ac-a9c3-1d23bb67861b";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4 2";"4.GD 2.Mobile";
98;"Maryln Szigethy";"Female";"1997-06-15";"1997-06-16";;"+447801211963";"44-785-556-2291";;;;;;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:98";"98";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"36c5704b-f565-40c2-9d62-d7a452d70050 130c32dc-ffbb-4d70-8209-0818ef297af8 58ba7cdd-72a1-4cdd-b092-fde7d4281c92 e70ba599-e506-4e24-8cc4-0191969a52a9";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
99;"Lita Leitze";"F";"2001.07.01";"2001.07.01";;"44 7700 900991, 44 7700 900005";"44-725-552-3129";;;;;;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:99";"99";23;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) NOT_CORRECT_START_OF_MOBILE_PHONE-(5) NOT_CORRECT_START_OF_MOBILE_PHONE-(6) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"70233ef3-00f7-475c-8952-fc156dcc87d3 ba0976c8-3f33-47e1-bf7d-b42df56accfd cb125aa7-001a-4155-96eb-33a2b977881b 6fc7432b-3a58-491f-bdb8-87c7b05575a4";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
